,address,geocoded_address,returned_address,tiger_line,tract,longitude,latitude
385,4849 S LAMON AVE,"4849 S LAMON AVE, Chicago, IL, 60638","4849 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745449415653,41.804875643432
386,4801 S LAMON AVE,"4801 S LAMON AVE, Chicago, IL, 60638","4801 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745473687336,41.805710535034
387,4833 S LAMON AVE,"4833 S LAMON AVE, Chicago, IL, 60638","4833 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745456311235,41.80515376641
388,4847 S LAMON AVE,"4847 S LAMON AVE, Chicago, IL, 60638","4847 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745450277601,41.804910408804
389,4833 S LAMON AVE,"4833 S LAMON AVE, Chicago, IL, 60638","4833 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745456311235,41.80515376641
390,4847 S LAMON AVE,"4847 S LAMON AVE, Chicago, IL, 60638","4847 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745450277601,41.804910408804
391,4731 S LAMON AVE,"4731 S LAMON AVE, Chicago, IL, 60638","4731 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745500055162,41.806694811689
392,4855 S LAMON AVE,"4855 S LAMON AVE, Chicago, IL, 60638","4855 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745446829809,41.804771347315
393,4855 S LAMON AVE,"4855 S LAMON AVE, Chicago, IL, 60638","4855 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745446829809,41.804771347315
394,4731 S LAMON AVE,"4731 S LAMON AVE, Chicago, IL, 60638","4731 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745500055162,41.806694811689
395,4805 S LAMON AVE,"4805 S LAMON AVE, Chicago, IL, 60638","4805 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745471036385,41.80564090323
396,4805 S LAMON AVE,"4805 S LAMON AVE, Chicago, IL, 60638","4805 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745471036385,41.80564090323
397,4621 S LAMON AVE,"4621 S LAMON AVE, Chicago, IL, 60638","4621 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745563144785,41.809099724714
398,4831 S LAMON AVE,"4831 S LAMON AVE, Chicago, IL, 60638","4831 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745457173183,41.805188531782
399,4819 S LAMON AVE,"4819 S LAMON AVE, Chicago, IL, 60638","4819 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.74546234487,41.805397124015
400,4605 S LAMON AVE,"4605 S LAMON AVE, Chicago, IL, 60638","4605 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745570817787,41.809304338656
401,4605 S LAMON AVE,"4605 S LAMON AVE, Chicago, IL, 60638","4605 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745570817787,41.809304338656
402,4819 S LAMON AVE,"4819 S LAMON AVE, Chicago, IL, 60638","4819 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.74546234487,41.805397124015
403,4841 S LAMON AVE,"4841 S LAMON AVE, Chicago, IL, 60638","4841 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745452863444,41.805014704921
404,4841 S LAMON AVE,"4841 S LAMON AVE, Chicago, IL, 60638","4841 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745452863444,41.805014704921
405,4739 S LAMON AVE,"4739 S LAMON AVE, Chicago, IL, 60638","4739 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745496265932,41.806592502196
406,4739 S LAMON AVE,"4739 S LAMON AVE, Chicago, IL, 60638","4739 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745496265932,41.806592502196
407,4715 S LAMON AVE,"4715 S LAMON AVE, Chicago, IL, 60638","4715 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745507633621,41.806899430677
408,4715 S LAMON AVE,"4715 S LAMON AVE, Chicago, IL, 60638","4715 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745507633621,41.806899430677
409,4621 S LAMON AVE,"4621 S LAMON AVE, Chicago, IL, 60638","4621 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745563144785,41.809099724714
410,4751 S LAMON AVE,"4751 S LAMON AVE, Chicago, IL, 60638","4751 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745490582087,41.806439037955
411,4751 S LAMON AVE,"4751 S LAMON AVE, Chicago, IL, 60638","4751 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745490582087,41.806439037955
412,4735 S LAMON AVE,"4735 S LAMON AVE, Chicago, IL, 60638","4735 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745498160547,41.806643656942
413,4735 S LAMON AVE,"4735 S LAMON AVE, Chicago, IL, 60638","4735 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745498160547,41.806643656942
414,4813 S LAMON AVE,"4813 S LAMON AVE, Chicago, IL, 60638","4813 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745466070829,41.805501867254
415,5618 S OAKLEY AVE,"5618 S OAKLEY AVE, Chicago, IL, 60636","5618 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311398087,41.791866219696
416,5602 S OAKLEY AVE,"5602 S OAKLEY AVE, Chicago, IL, 60636","5602 S OAKLEY AVE, CHICAGO, IL, 60636",111804749,835100,-87.68132668484,41.792212646372
417,5519 S OAKLEY AVE,"5519 S OAKLEY AVE, Chicago, IL, 60636","5519 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681190255402,41.792911870883
418,5518 S OAKLEY AVE,"5518 S OAKLEY AVE, Chicago, IL, 60636","5518 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681342354376,41.792854128245
419,5516 S OAKLEY AVE,"5516 S OAKLEY AVE, Chicago, IL, 60636","5516 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681342698853,41.792866299796
420,5521 S OAKLEY AVE,"5521 S OAKLEY AVE, Chicago, IL, 60636","5521 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681189871781,41.792898316202
421,5522 S OAKLEY AVE,"5522 S OAKLEY AVE, Chicago, IL, 60636","5522 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681341665423,41.792829785144
422,5515 S OAKLEY AVE,"5515 S OAKLEY AVE, Chicago, IL, 60636","5515 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681191022645,41.792938980245
423,5514 S OAKLEY AVE,"5514 S OAKLEY AVE, Chicago, IL, 60636","5514 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681343043329,41.792878471346
424,5523 S OAKLEY AVE,"5523 S OAKLEY AVE, Chicago, IL, 60636","5523 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681189488159,41.79288476152
425,5526 S OAKLEY AVE,"5526 S OAKLEY AVE, Chicago, IL, 60636","5526 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.68134097647,41.792805442043
426,5527 S OAKLEY AVE,"5527 S OAKLEY AVE, Chicago, IL, 60636","5527 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681188720916,41.792857652158
427,5532 S OAKLEY AVE,"5532 S OAKLEY AVE, Chicago, IL, 60636","5532 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.68133994304,41.792768927392
428,5616 S OAKLEY AVE,"5616 S OAKLEY AVE, Chicago, IL, 60636","5616 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681312842509,41.791895108193
429,5602 S OAKLEY AVE,"5602 S OAKLEY AVE, Chicago, IL, 60636","5602 S OAKLEY AVE, CHICAGO, IL, 60636",111804749,835100,-87.68132668484,41.792212646372
430,5840 S OAKLEY AVE,"5840 S OAKLEY AVE, Chicago, IL, 60636","5840 S OAKLEY AVE, CHICAGO, IL, 60636",605308061,835100,-87.681203087474,41.787793356768
431,5619 S OAKLEY AVE,"5619 S OAKLEY AVE, Chicago, IL, 60636","5619 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681157395515,41.791842662592
432,5615 S OAKLEY AVE,"5615 S OAKLEY AVE, Chicago, IL, 60636","5615 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681159348858,41.791901302905
433,5611 S OAKLEY AVE,"5611 S OAKLEY AVE, Chicago, IL, 60636","5611 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681162173505,41.791957795965
434,5622 S OAKLEY AVE,"5622 S OAKLEY AVE, Chicago, IL, 60636","5622 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311091716,41.791810541975
435,5623 S OAKLEY AVE,"5623 S OAKLEY AVE, Chicago, IL, 60636","5623 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681157395521,41.791786130291
436,5624 S OAKLEY AVE,"5624 S OAKLEY AVE, Chicago, IL, 60636","5624 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311091719,41.791781633412
437,5627 S OAKLEY AVE,"5627 S OAKLEY AVE, Chicago, IL, 60636","5627 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681157395526,41.791729597991
438,2300 W 59TH ST,"2300 W 59TH ST, Chicago, IL, 60636","2300 W 59TH ST, CHICAGO, IL, 60636",111804859,835100,-87.681188496413,41.786596799399
439,5630 S OAKLEY AVE,"5630 S OAKLEY AVE, Chicago, IL, 60636","5630 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311091727,41.791694907724
440,5631 S OAKLEY AVE,"5631 S OAKLEY AVE, Chicago, IL, 60636","5631 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681157395748,41.79167306569
441,5606 S OAKLEY AVE,"5606 S OAKLEY AVE, Chicago, IL, 60636","5606 S OAKLEY AVE, CHICAGO, IL, 60636",111804749,835100,-87.681322367786,41.792134939261
442,5603 S OAKLEY AVE,"5603 S OAKLEY AVE, Chicago, IL, 60636","5603 S OAKLEY AVE, CHICAGO, IL, 60636",111804749,835100,-87.681172399859,41.792204437525
443,5807 S OAKLEY AVE,"5807 S OAKLEY AVE, Chicago, IL, 60636","5807 S OAKLEY AVE, CHICAGO, IL, 60636",605308061,835100,-87.681063440077,41.788236349096
444,5828 S OAKLEY AVE,"5828 S OAKLEY AVE, Chicago, IL, 60636","5828 S OAKLEY AVE, CHICAGO, IL, 60636",605308061,835100,-87.681203087459,41.787949188884
445,5835 S OAKLEY AVE,"5835 S OAKLEY AVE, Chicago, IL, 60636","5835 S OAKLEY AVE, CHICAGO, IL, 60636",605308061,835100,-87.681049400612,41.787871272817
446,5620 S OAKLEY AVE,"5620 S OAKLEY AVE, Chicago, IL, 60636","5620 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311091713,41.791839450538
447,5628 S OAKLEY AVE,"5628 S OAKLEY AVE, Chicago, IL, 60636","5628 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311091725,41.791723816287
448,3057 N NARRAGANSETT AVE,"3057 N NARRAGANSETT AVE, Chicago, IL, 60634","3057 N NARRAGANSETT AVE, CHICAGO, IL, 60634",111750759,190401,-87.785773961825,41.935924024533
449,3057 N NARRAGANSETT AVE,"3057 N NARRAGANSETT AVE, Chicago, IL, 60634","3057 N NARRAGANSETT AVE, CHICAGO, IL, 60634",111750759,190401,-87.785773961825,41.935924024533
450,4719 S LAMON AVE,"4719 S LAMON AVE, Chicago, IL, 60638","4719 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745505739006,41.80684827593
451,4719 S LAMON AVE,"4719 S LAMON AVE, Chicago, IL, 60638","4719 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745505739006,41.80684827593
452,4733 S LAMON AVE,"4733 S LAMON AVE, Chicago, IL, 60638","4733 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745499107854,41.806669234316
453,4813 S LAMON AVE,"4813 S LAMON AVE, Chicago, IL, 60638","4813 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745466070829,41.805501867254
454,4733 S LAMON AVE,"4733 S LAMON AVE, Chicago, IL, 60638","4733 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745499107854,41.806669234316
455,4759 S LAMON AVE,"4759 S LAMON AVE, Chicago, IL, 60638","4759 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745488233595,41.806335814472
456,4741 S LAMON AVE,"4741 S LAMON AVE, Chicago, IL, 60638","4741 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745495318624,41.806566924822
457,4759 S LAMON AVE,"4759 S LAMON AVE, Chicago, IL, 60638","4759 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745488233595,41.806335814472
458,4745 S LAMON AVE,"4745 S LAMON AVE, Chicago, IL, 60638","4745 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745493424009,41.806515770075
459,4745 S LAMON AVE,"4745 S LAMON AVE, Chicago, IL, 60638","4745 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745493424009,41.806515770075
460,4741 S LAMON AVE,"4741 S LAMON AVE, Chicago, IL, 60638","4741 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745495318624,41.806566924822
461,4811 S LAMON AVE,"4811 S LAMON AVE, Chicago, IL, 60638","4811 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745467312218,41.805536626248
462,4725 S LAMON AVE,"4725 S LAMON AVE, Chicago, IL, 60638","4725 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745502897084,41.80677154381
463,4725 S LAMON AVE,"4725 S LAMON AVE, Chicago, IL, 60638","4725 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745502897084,41.80677154381
464,4721 S LAMON AVE,"4721 S LAMON AVE, Chicago, IL, 60638","4721 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745504791699,41.806822698556
465,4811 S LAMON AVE,"4811 S LAMON AVE, Chicago, IL, 60638","4811 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745467312218,41.805536626248
466,4721 S LAMON AVE,"4721 S LAMON AVE, Chicago, IL, 60638","4721 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745504791699,41.806822698556
467,4641 S LAMON AVE,"4641 S LAMON AVE, Chicago, IL, 60638","4641 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745555775433,41.80884346019
468,6216 W BARRY AVE,"6216 W BARRY AVE, Chicago, IL, 60634","6216 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.78146177681,41.936603064643
469,6248 W BARRY AVE,"6248 W BARRY AVE, Chicago, IL, 60634","6248 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.782201537717,41.936593688894
470,6228 W BARRY AVE,"6228 W BARRY AVE, Chicago, IL, 60634","6228 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.781738775435,41.936599419671
471,6226 W BARRY AVE,"6226 W BARRY AVE, Chicago, IL, 60634","6226 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.781692499207,41.936599992749
472,6220 W BARRY AVE,"6220 W BARRY AVE, Chicago, IL, 60634","6220 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.781553670522,41.936601711982
473,4641 S LAMON AVE,"4641 S LAMON AVE, Chicago, IL, 60638","4641 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745555775433,41.80884346019
474,4609 S LAMON AVE,"4609 S LAMON AVE, Chicago, IL, 60638","4609 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745568899537,41.809253185171
475,4627 S LAMON AVE,"4627 S LAMON AVE, Chicago, IL, 60638","4627 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745560571971,41.809022531628
476,4609 S LAMON AVE,"4609 S LAMON AVE, Chicago, IL, 60638","4609 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745568899537,41.809253185171
477,6248 W BARRY AVE,"6248 W BARRY AVE, Chicago, IL, 60634","6248 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.782201537717,41.936593688894
478,6228 W BARRY AVE,"6228 W BARRY AVE, Chicago, IL, 60634","6228 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.781738775435,41.936599419671
479,6226 W BARRY AVE,"6226 W BARRY AVE, Chicago, IL, 60634","6226 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.781692499207,41.936599992749
480,6220 W BARRY AVE,"6220 W BARRY AVE, Chicago, IL, 60634","6220 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.781553670522,41.936601711982
481,4627 S LAMON AVE,"4627 S LAMON AVE, Chicago, IL, 60638","4627 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745560571971,41.809022531628
482,6216 W BARRY AVE,"6216 W BARRY AVE, Chicago, IL, 60634","6216 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.78146177681,41.936603064643
483,4639 S LAMON AVE,"4639 S LAMON AVE, Chicago, IL, 60638","4639 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745556460652,41.808869041824
484,4633 S LAMON AVE,"4633 S LAMON AVE, Chicago, IL, 60638","4633 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745558516311,41.808945786726
485,4639 S LAMON AVE,"4639 S LAMON AVE, Chicago, IL, 60638","4639 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745556460652,41.808869041824
486,4633 S LAMON AVE,"4633 S LAMON AVE, Chicago, IL, 60638","4633 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745558516311,41.808945786726
487,4623 S LAMON AVE,"4623 S LAMON AVE, Chicago, IL, 60638","4623 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.74556218566,41.809074147971
488,4623 S LAMON AVE,"4623 S LAMON AVE, Chicago, IL, 60638","4623 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.74556218566,41.809074147971
489,4635 S LAMON AVE,"4635 S LAMON AVE, Chicago, IL, 60638","4635 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745557831092,41.808920205092
490,4559 S LAMON AVE,"4559 S LAMON AVE, Chicago, IL, 60638","4559 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745595084224,41.810172302687
491,4559 S LAMON AVE,"4559 S LAMON AVE, Chicago, IL, 60638","4559 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745595084224,41.810172302687
492,4645 S LAMON AVE,"4645 S LAMON AVE, Chicago, IL, 60638","4645 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745554404993,41.808792296922
493,4631 S LAMON AVE,"4631 S LAMON AVE, Chicago, IL, 60638","4631 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745559201531,41.80897136836
494,4553 S LAMON AVE,"4553 S LAMON AVE, Chicago, IL, 60638","4553 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745598107728,41.810277693774
495,4553 S LAMON AVE,"4553 S LAMON AVE, Chicago, IL, 60638","4553 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745598107728,41.810277693774
496,4645 S LAMON AVE,"4645 S LAMON AVE, Chicago, IL, 60638","4645 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745554404993,41.808792296922
497,4631 S LAMON AVE,"4631 S LAMON AVE, Chicago, IL, 60638","4631 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745559201531,41.80897136836
498,4501 S LAMON AVE,"4501 S LAMON AVE, Chicago, IL, 60638","4501 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745622966851,41.811190919481
499,4611 S LAMON AVE,"4611 S LAMON AVE, Chicago, IL, 60638","4611 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745567940412,41.809227608428
500,4501 S LAMON AVE,"4501 S LAMON AVE, Chicago, IL, 60638","4501 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745622966851,41.811190919481
501,4611 S LAMON AVE,"4611 S LAMON AVE, Chicago, IL, 60638","4611 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745567940412,41.809227608428
502,4615 S LAMON AVE,"4615 S LAMON AVE, Chicago, IL, 60638","4615 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745566022161,41.809176454942
503,4615 S LAMON AVE,"4615 S LAMON AVE, Chicago, IL, 60638","4615 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745566022161,41.809176454942
504,4601 S LAMON AVE,"4601 S LAMON AVE, Chicago, IL, 60638","4601 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745572736038,41.809355492142
505,4541 S LAMON AVE,"4541 S LAMON AVE, Chicago, IL, 60638","4541 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745604154736,41.810488475947
506,4541 S LAMON AVE,"4541 S LAMON AVE, Chicago, IL, 60638","4541 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745604154736,41.810488475947
507,4601 S LAMON AVE,"4601 S LAMON AVE, Chicago, IL, 60638","4601 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745572736038,41.809355492142
508,4511 S LAMON AVE,"4511 S LAMON AVE, Chicago, IL, 60638","4511 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745618682407,41.811015256542
509,4511 S LAMON AVE,"4511 S LAMON AVE, Chicago, IL, 60638","4511 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745618682407,41.811015256542
510,4543 S LAMON AVE,"4543 S LAMON AVE, Chicago, IL, 60638","4543 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745603146901,41.810453345585
511,4543 S LAMON AVE,"4543 S LAMON AVE, Chicago, IL, 60638","4543 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745603146901,41.810453345585
512,4515 S LAMON AVE,"4515 S LAMON AVE, Chicago, IL, 60638","4515 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745616968629,41.810944991366
513,4515 S LAMON AVE,"4515 S LAMON AVE, Chicago, IL, 60638","4515 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745616968629,41.810944991366
514,4517 S LAMON AVE,"4517 S LAMON AVE, Chicago, IL, 60638","4517 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.74561611174,41.810909858778
515,4507 S LAMON AVE,"4507 S LAMON AVE, Chicago, IL, 60638","4507 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745620396184,41.811085521717
516,4555 S LAMON AVE,"4555 S LAMON AVE, Chicago, IL, 60638","4555 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745597099893,41.810242563411
517,4555 S LAMON AVE,"4555 S LAMON AVE, Chicago, IL, 60638","4555 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745597099893,41.810242563411
518,4517 S LAMON AVE,"4517 S LAMON AVE, Chicago, IL, 60638","4517 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.74561611174,41.810909858778
519,4507 S LAMON AVE,"4507 S LAMON AVE, Chicago, IL, 60638","4507 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745620396184,41.811085521717
520,4535 S LAMON AVE,"4535 S LAMON AVE, Chicago, IL, 60638","4535 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.74560717824,41.810593867034
521,4525 S LAMON AVE,"4525 S LAMON AVE, Chicago, IL, 60638","4525 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745612217413,41.810769518845
522,4547 S LAMON AVE,"4547 S LAMON AVE, Chicago, IL, 60638","4547 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745601131232,41.81038308486
523,4525 S LAMON AVE,"4525 S LAMON AVE, Chicago, IL, 60638","4525 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745612217413,41.810769518845
524,4547 S LAMON AVE,"4547 S LAMON AVE, Chicago, IL, 60638","4547 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745601131232,41.81038308486
525,4537 S LAMON AVE,"4537 S LAMON AVE, Chicago, IL, 60638","4537 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745606170405,41.810558736671
526,4537 S LAMON AVE,"4537 S LAMON AVE, Chicago, IL, 60638","4537 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745606170405,41.810558736671
527,4529 S LAMON AVE,"4529 S LAMON AVE, Chicago, IL, 60638","4529 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745610201744,41.81069925812
528,4531 S LAMON AVE,"4531 S LAMON AVE, Chicago, IL, 60638","4531 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745609193909,41.810664127758
529,4531 S LAMON AVE,"4531 S LAMON AVE, Chicago, IL, 60638","4531 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745609193909,41.810664127758
530,4535 S LAMON AVE,"4535 S LAMON AVE, Chicago, IL, 60638","4535 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.74560717824,41.810593867034
531,4529 S LAMON AVE,"4529 S LAMON AVE, Chicago, IL, 60638","4529 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745610201744,41.81069925812
532,4519 S LAMON AVE,"4519 S LAMON AVE, Chicago, IL, 60638","4519 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745615240917,41.810874909931
533,4521 S LAMON AVE,"4521 S LAMON AVE, Chicago, IL, 60638","4521 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745614233082,41.810839779569
534,4521 S LAMON AVE,"4521 S LAMON AVE, Chicago, IL, 60638","4521 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745614233082,41.810839779569
535,4505 S LAMON AVE,"4505 S LAMON AVE, Chicago, IL, 60638","4505 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745621253073,41.811120654305
536,4505 S LAMON AVE,"4505 S LAMON AVE, Chicago, IL, 60638","4505 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745621253073,41.811120654305
537,4519 S LAMON AVE,"4519 S LAMON AVE, Chicago, IL, 60638","4519 S LAMON AVE, CHICAGO, IL, 60638",111799808,560200,-87.745615240917,41.810874909931
538,6308 W BARRY AVE,"6308 W BARRY AVE, Chicago, IL, 60634","6308 W BARRY AVE, CHICAGO, IL, 60634",605161703,190401,-87.78378959111,41.936575440662
539,6310 W BARRY AVE,"6310 W BARRY AVE, Chicago, IL, 60634","6310 W BARRY AVE, CHICAGO, IL, 60634",605161703,190401,-87.78385930857,41.936575440666
540,6318 W BARRY AVE,"6318 W BARRY AVE, Chicago, IL, 60634","6318 W BARRY AVE, CHICAGO, IL, 60634",605161703,190401,-87.784140132035,41.936571138361
541,6254 W BARRY AVE,"6254 W BARRY AVE, Chicago, IL, 60634","6254 W BARRY AVE, CHICAGO, IL, 60634",111750774,190401,-87.782340366402,41.936591969661
542,6310 W BARRY AVE,"6310 W BARRY AVE, Chicago, IL, 60634","6310 W BARRY AVE, CHICAGO, IL, 60634",605161703,190401,-87.78385930857,41.936575440666
